Observation id	2013_009							
								
Media file(s)								
								
Player #1	G:/Oxford/Videos/Bossou videos/2013_009.mp4							
								
Observation date	2020-04-29 16:16:38							
								
Description	2013_009							
								
Time offset (s)	0.0							
								
independent variables								
variable	value							
Observer	Alex							
Group	Bossou							
Date/Time	2000-01-01T00:00:00							
Contains play	yes							
Coded	yes							
								
Time	Media file path	Total length	FPS	Subject	Behavior	Behavioral category	Comment	Status
792.522	G:/Oxford/Videos/Bossou videos/2013_009.mp4	922.490	25.0	Flanle	Solo Play	Solo Play		POINT
