Observation id	20120205163610							
								
Media file(s)								
								
Player #1	G:/Oxford/Videos/Bossou videos/2012/Bureau/63554247-263d-4dbb-88a0-020cad42c143/20120205163610.mp4							
								
Observation date	2020-10-16 16:59:35							
								
Description	 3cfe2af7-513c-4f7e-842a-cd33e217b00b 							
								
Time offset (s)	0.0							
								
independent variables								
variable	value							
Observer	Alex							
Group	Bossou							
Date/Time	2000-01-01T00:00:00							
Contains play	yes							
Coded	no							
								
Time	Media file path	Total length	FPS	Subject	Behavior	Behavioral category	Comment	Status
