Observation id	2013_011												
													
Media file(s)													
													
Player #1	G:/Oxford/Videos/Bossou videos/2013_011.mp4												
													
Observation date	2020-04-29 15:26:04												
													
Description	2013_011												
													
Time offset (s)	0.0												
													
independent variables													
variable	value												
Observer	Alex												
Group	Bossou												
Date/Time	2000-01-01T00:00:00												
Contains play	yes												
Coded	yes												
													
Time	Media file path	Total length	FPS	Subject	Behavior	Behavioral category	Modifier 1	Modifier 2	Modifier 3	Modifier 4	Modifier 5	Comment	Status
220.021	G:/Oxford/Videos/Bossou videos/2013_011.mp4	446.900	25.0	Flanle	Break	Break							POINT
220.771	G:/Oxford/Videos/Bossou videos/2013_011.mp4	446.900	25.0	Fanwaa	Play Element	Play Element	Hold,Pull	None	None	Play Face	None		POINT
221.522	G:/Oxford/Videos/Bossou videos/2013_011.mp4	446.900	25.0	Fanwaa	Play Element	Play Element	Hold	Head down	None	Play Face	None		POINT
224.022	G:/Oxford/Videos/Bossou videos/2013_011.mp4	446.900	25.0	Fanwaa	Play Element	Play Element	Pull	None	None	None	None		POINT
224.772	G:/Oxford/Videos/Bossou videos/2013_011.mp4	446.900	25.0	Fanwaa	Break	Break							POINT
225.022	G:/Oxford/Videos/Bossou videos/2013_011.mp4	446.900	25.0		End	End	Ignore	Yes					POINT
339.772	G:/Oxford/Videos/Bossou videos/2013_011.mp4	446.900	25.0		Players	Players	Fanwaa,Flanle	Yes					POINT
340.025	G:/Oxford/Videos/Bossou videos/2013_011.mp4	446.900	25.0	Fanwaa	Play Element	Play Element	Hit,Push	Approach,Run	None	None	None		POINT
341.022	G:/Oxford/Videos/Bossou videos/2013_011.mp4	446.900	25.0	Flanle	Play Element	Play Element	Push	None	None	None	None		POINT
342.272	G:/Oxford/Videos/Bossou videos/2013_011.mp4	446.900	25.0	Flanle	Play Element	Play Element	None	Arm raise	None	None	None		POINT
342.521	G:/Oxford/Videos/Bossou videos/2013_011.mp4	446.900	25.0	Fanwaa	Play Element	Play Element	Hold	Arm raise,Bipedal	None	Play Face	None		POINT
342.522	G:/Oxford/Videos/Bossou videos/2013_011.mp4	446.900	25.0	Flanle	Play Element	Play Element	Push	None	None	None	None		POINT
344.022	G:/Oxford/Videos/Bossou videos/2013_011.mp4	446.900	25.0	Fanwaa	Play Element	Play Element	Grabble/Wrestle	Bipedal	None	Play Face	None		POINT
344.521	G:/Oxford/Videos/Bossou videos/2013_011.mp4	446.900	25.0	Flanle	Play Element	Play Element	Grabble/Wrestle,Push	None	None	None	None		POINT
346.271	G:/Oxford/Videos/Bossou videos/2013_011.mp4	446.900	25.0	Fanwaa	Play Element	Play Element	Grabble/Wrestle	Bipedal	None	Play Face	None		POINT
346.272	G:/Oxford/Videos/Bossou videos/2013_011.mp4	446.900	25.0	Flanle	Play Element	Play Element	Embrace	None	None	Play Face	None		POINT
348.022	G:/Oxford/Videos/Bossou videos/2013_011.mp4	446.900	25.0	Fanwaa	Play Element	Play Element	Bite,Grabble/Wrestle	None	None	None	None		POINT
348.272	G:/Oxford/Videos/Bossou videos/2013_011.mp4	446.900	25.0	Flanle	Play Element	Play Element	Bite,Hold	None	None	None	None		POINT
350.272	G:/Oxford/Videos/Bossou videos/2013_011.mp4	446.900	25.0	Flanle	Play Element	Play Element	Hold	Head down	None	Play Face	None		POINT
352.772	G:/Oxford/Videos/Bossou videos/2013_011.mp4	446.900	25.0	Flanle	Play Element	Play Element	Bite	Head down	None	Laughter	None		POINT
359.022	G:/Oxford/Videos/Bossou videos/2013_011.mp4	446.900	25.0	Fanwaa	Play Element	Play Element	Bite,Grabble/Wrestle,Hang from	None	None	None	None		POINT
363.772	G:/Oxford/Videos/Bossou videos/2013_011.mp4	446.900	25.0	Flanle	Play Element	Play Element	Bite,Press down	None	None	None	None		POINT
367.272	G:/Oxford/Videos/Bossou videos/2013_011.mp4	446.900	25.0	Fanwaa	Play Element	Play Element	Bite,Hold	None	None	None	None		POINT
369.022	G:/Oxford/Videos/Bossou videos/2013_011.mp4	446.900	25.0	Flanle	Play Element	Play Element	Hold,Press down,Tickle	None	None	None	None		POINT
369.772	G:/Oxford/Videos/Bossou videos/2013_011.mp4	446.900	25.0	Fanwaa	Play Element	Play Element	Grabble/Wrestle	None	None	Play Face	None		POINT
372.522	G:/Oxford/Videos/Bossou videos/2013_011.mp4	446.900	25.0	Fanwaa	Play Element	Play Element	Hold	Head down	None	Play Face	None		POINT
372.771	G:/Oxford/Videos/Bossou videos/2013_011.mp4	446.900	25.0	Flanle	Play Element	Play Element	Push	None	None	None	None		POINT
377.522	G:/Oxford/Videos/Bossou videos/2013_011.mp4	446.900	25.0	Fanwaa	Play Element	Play Element	Push	None	None	Play Face	None		POINT
378.772	G:/Oxford/Videos/Bossou videos/2013_011.mp4	446.900	25.0	Flanle	Play Element	Play Element	Grabble/Wrestle	None	None	None	None		POINT
381.272	G:/Oxford/Videos/Bossou videos/2013_011.mp4	446.900	25.0	Flanle	Play Element	Play Element	Slap	None	None	None	None		POINT
382.022	G:/Oxford/Videos/Bossou videos/2013_011.mp4	446.900	25.0	Flanle	Play Element	Play Element	Hold,Press down	None	None	Play Face	None		POINT
382.522	G:/Oxford/Videos/Bossou videos/2013_011.mp4	446.900	25.0	Fanwaa	Play Element	Play Element	Bite,Hold	None	None	Play Face	None		POINT
383.861	G:/Oxford/Videos/Bossou videos/2013_011.mp4	446.900	25.0	Fanwaa	Out Of Sight	Out of Sight							POINT
384.772	G:/Oxford/Videos/Bossou videos/2013_011.mp4	446.900	25.0	Flanle	Play Element	Play Element	Bite	Head down	None	None	None		POINT
386.772	G:/Oxford/Videos/Bossou videos/2013_011.mp4	446.900	25.0	Flanle	Play Element	Play Element	Bite,Grabble/Wrestle	None	None	None	None		POINT
395.022	G:/Oxford/Videos/Bossou videos/2013_011.mp4	446.900	25.0	Flanle	Play Element	Play Element	Hold	None	None	None	None		POINT
397.612	G:/Oxford/Videos/Bossou videos/2013_011.mp4	446.900	25.0	Fanwaa	Play Element	Play Element	Hold	None	None	Play Face	None		POINT
398.111	G:/Oxford/Videos/Bossou videos/2013_011.mp4	446.900	25.0	Flanle	Play Element	Play Element	Kick	None	None	Play Face	None		POINT
399.112	G:/Oxford/Videos/Bossou videos/2013_011.mp4	446.900	25.0	Flanle	Play Element	Play Element	Hold	None	None	None	None		POINT
399.612	G:/Oxford/Videos/Bossou videos/2013_011.mp4	446.900	25.0	Fanwaa	Play Element	Play Element	Press down,Push	None	None	Play Face	None		POINT
403.115	G:/Oxford/Videos/Bossou videos/2013_011.mp4	446.900	25.0	Fanwaa	Play Element	Play Element	Bite,Hold	None	None	None	None		POINT
403.862	G:/Oxford/Videos/Bossou videos/2013_011.mp4	446.900	25.0	Flanle	Play Element	Play Element	Hold	None	None	Play Face	None		POINT
410.112	G:/Oxford/Videos/Bossou videos/2013_011.mp4	446.900	25.0	Flanle	Play Element	Play Element	Hold	None	None	Play Face,Laughter	None		POINT
410.861	G:/Oxford/Videos/Bossou videos/2013_011.mp4	446.900	25.0	Fanwaa	Play Element	Play Element	Pull	None	None	Play Face	None		POINT
413.866	G:/Oxford/Videos/Bossou videos/2013_011.mp4	446.900	25.0	Fanwaa	Play Element	Play Element	Bite,Hold	None	None	None	None		POINT
417.112	G:/Oxford/Videos/Bossou videos/2013_011.mp4	446.900	25.0	Fanwaa	Play Element	Play Element	Bite,Kick	None	None	None	None		POINT
421.361	G:/Oxford/Videos/Bossou videos/2013_011.mp4	446.900	25.0	Fanwaa	Play Element	Play Element	Bite,Hold	None	None	None	None		POINT
427.862	G:/Oxford/Videos/Bossou videos/2013_011.mp4	446.900	25.0	Flanle	Play Element	Play Element	Push	None	None	Play Face,Laughter	None		POINT
429.112	G:/Oxford/Videos/Bossou videos/2013_011.mp4	446.900	25.0	Flanle	Play Element	Play Element	Hold	None	None	Play Face,Laughter	None		POINT
432.362	G:/Oxford/Videos/Bossou videos/2013_011.mp4	446.900	25.0	Flanle	Break	Break							POINT
432.612	G:/Oxford/Videos/Bossou videos/2013_011.mp4	446.900	25.0	Fanwaa	Break	Break							POINT
436.612	G:/Oxford/Videos/Bossou videos/2013_011.mp4	446.900	25.0	Flanle	Non-Play	Social Interaction	None	Tap Foot	Fanwaa	None			POINT
439.613	G:/Oxford/Videos/Bossou videos/2013_011.mp4	446.900	25.0	Flanle	Play Element	Play Element	None	Approach,Walk_stiff	None	Play Face	None		POINT
440.111	G:/Oxford/Videos/Bossou videos/2013_011.mp4	446.900	25.0	Fanwaa	Play Element	Play Element	Touch	Bipedal	None	None	None		POINT
440.613	G:/Oxford/Videos/Bossou videos/2013_011.mp4	446.900	25.0	Fanwaa	Play Element	Play Element	Grabble/Wrestle	None	None	Play Face	None		POINT
440.862	G:/Oxford/Videos/Bossou videos/2013_011.mp4	446.900	25.0	Flanle	Play Element	Play Element	Head butt,Hold	None	None	Play Face	None		POINT
441.362	G:/Oxford/Videos/Bossou videos/2013_011.mp4	446.900	25.0	Flanle	Play Element	Play Element	Grabble/Wrestle	None	None	None	None		POINT
446.362	G:/Oxford/Videos/Bossou videos/2013_011.mp4	446.900	25.0	Flanle	End	End	Unknown	No					POINT
